web-scraper-order,web-scraper-start-url,Links,Links-href,Adress,Pages,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/mån,Driftskostnad/år
"1693171010-791","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34666%2C18.0576687&amp;size=640x350&amp;zoom=14&amp;signature=GXaNUCK1_qnoVmvZGv5f6RCv52M=""/>Såld 2022-08-28<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/74/32/7432cf0d90242bcd1cf556a17b7ac4a7.jpg""/>Tulegatan 49, vån 5LägenhetVasastan, Stockholms kommun<img alt=""Unik Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/1f/dc/1fdc077a6f97e73bc7caf13f303e65aa.jpg""/>32 m²1 rum1 246 kr/månHissSlutpris 3 335 000 kr104 219 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-tulegatan-49,-van-5-6889925797613869872","Slutpris
  Tulegatan 49, vån 5","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=35","28 augusti 2022","3 335 000 kr","","Lägenhet","Bostadsrätt","1 rum","32 m²","Nej","5, hiss finns","1962","1 246 kr/mån",""
"1693171018-792","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34041775174127%2C18.059573376217706&amp;size=640x350&amp;zoom=14&amp;signature=2UuxPOEkYj2JG3a6iCK5HMm7WoE=""/>Såld 2022-08-28<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/5f/81/5f815be608edf3c907e5fb3c07ba86a3.jpg""/>JoakimAnderssonSveavägen 80, 2 trLägenhetVasastan, Stockholms kommun<img alt=""SkandiaMäklarna Stockholm Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/63/7c/637c17c40a250ef71084ac34e860d757.jpg""/>89 m²3 rum2 361 kr/månBalkongHissSlutpris 9 675 000 kr+8 %108 708 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-sveavagen-80,-2-tr-4731462698116120793","Slutpris
  Sveavägen 80, 2 tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=35","28 augusti 2022","9 675 000 kr","8 995 000 kr","Lägenhet","Bostadsrätt","3 rum","89 m²","Ja","2 av 5, hiss finns","1883","2 361 kr/mån","5 520 kr/år"
"1693171026-793","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3458%2C18.0333576&amp;size=640x350&amp;zoom=14&amp;signature=VQIqi7xWg_WdDm4UgxtabCJYhOM=""/>Såld 2022-08-29<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/16/e7/16e77add81fa9756b40d3011dc9611d0.jpg""/>AdamFarhoumandTorsplan 10, vån 21LägenhetVasastan/Hagastaden, Stockholms kommun<img alt=""Unik Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/1f/dc/1fdc077a6f97e73bc7caf13f303e65aa.jpg""/>88 m²3 rum5 057 kr/månBalkongHissSlutpris 13 200 000 kr-6 %150 000 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-hagastaden-stockholms-kommun-torsplan-10,-van-21-734726353583242956","Slutpris
  Torsplan 10, vån 21","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=35","29 augusti 2022","13 200 000 kr","13 995 000 kr","Lägenhet","Bostadsrätt","3 rum","88 m²","Ja","21 av 34, hiss finns","2018","5 057 kr/mån",""
"1693171034-794","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.341423%2C18.05123&amp;size=640x350&amp;zoom=14&amp;signature=HIULg6XT9eoalZAsrosZiNAM-cA=""/>Såld 2022-08-29Vegagatan 6ALägenhetVasastan, Stockholms kommun<img alt=""Alicia Edelman Fastighetsmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/8c/23/8c239b600e72beaa3a82d1778b7217cf.png""/>48 m²2 rum2 249 kr/månSlutpris 5 200 000 kr+8 %108 333 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-vegagatan-6a-8452451883508049819","Slutpris
  Vegagatan 6A","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=35","29 augusti 2022","5 200 000 kr","4 795 000 kr","Lägenhet","Bostadsrätt","2 rum","48 m²","Nej","1 av 4, hiss finns ej","1897","2 249 kr/mån","5 460 kr/år"
"1693171042-795","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3416742673%2C18.0301763685&amp;size=640x350&amp;zoom=14&amp;signature=lE8zfJQ5NpWlQmSw6e6hrFkcaQE=""/>Såld 2022-08-29Tomtebogatan 28 A, 4trLägenhetVasastan - Birkastan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>60 m²2 rum1 712 kr/månBalkongHissSlutpris 7 050 000 kr+1 %117 500 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-birkastan-stockholms-kommun-tomtebogatan-28-a,-4tr-4141778624869088973","Slutpris
  Tomtebogatan 28 A, 4tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=35","29 augusti 2022","7 050 000 kr","6 995 000 kr","Lägenhet","Bostadsrätt","2 rum","60 m²","Ja","4 av 5, hiss finns","1906","1 712 kr/mån",""
"1693171050-796","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","<img alt=""Tomtebogatan 5A, 4tr, Vasastan - Birkastan, Stockholms kommun"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" src=""https://bilder.hemnet.se/images/itemgallery_cut/70/91/7091c155c17f396421a986e5c67c1d08.jpg""/>Såld 2022-08-29Tomtebogatan 5A, 4trLägenhetVasastan - Birkastan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>110 m²4 rum1 862 kr/månBalkongHissSlutpris 14 750 000 kr+5 %134 091 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vasastan-birkastan-stockholms-kommun-tomtebogatan-5a,-4tr-9142883930608895752","Slutpris
  Tomtebogatan 5A, 4tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=35","29 augusti 2022","14 750 000 kr","13 995 000 kr","Lägenhet","Bostadsrätt","4 rum","110 m²","Ja","4 av 5, hiss finns","1909","1 862 kr/mån",""
"1693171058-797","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3403931%2C18.0309715&amp;size=640x350&amp;zoom=14&amp;signature=VnVz5rRE5rTws9UzYQzR93BIyGk=""/>Såld 2022-08-30<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/a7/c7/a7c7e0b87a2b7227c18886f36127b48e.jpg""/>AstridDicanderRörstrandsgatan 23, 2 trLägenhetVasastan - Birkastan, Stockholms kommun<img alt=""Bjurfors Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/a7/97/a797d617963cb956b85e8a6bb4fb6079.png""/>28 m²1 rum1 405 kr/månHissSlutpris 2 810 000 kr+1 %100 357 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-birkastan-stockholms-kommun-rorstrandsgatan-23,-2-tr-3186102247579576522","Slutpris
  Rörstrandsgatan 23, 2 tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=35","30 augusti 2022","2 810 000 kr","2 795 000 kr","Lägenhet","Bostadsrätt","1 rum","28 m²","Nej","2 av 5, hiss finns","1929","1 405 kr/mån",""
"1693171066-798","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33846%2C18.0379925&amp;size=640x350&amp;zoom=14&amp;signature=XNm2f7WMEJ4FMievu-iKZw5LuY8=""/>Såld 2022-08-30<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/a0/3d/a03d0b4ae29f7b741469334d27248b23.jpg""/>DanielAslanAtlasgatan 12LägenhetAtlasområdet, Stockholms kommun<img alt=""Unik Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/1f/dc/1fdc077a6f97e73bc7caf13f303e65aa.jpg""/>31 m²1 rum1 367 kr/månSlutpris 3 500 000 kr+10 %112 903 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-atlasomradet-stockholms-kommun-atlasgatan-12-3627630056558708219","Slutpris
  Atlasgatan 12","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=35","30 augusti 2022","3 500 000 kr","3 195 000 kr","Lägenhet","Bostadsrätt","1 rum","31 m²","Nej","1,5, hiss finns ej","1929","1 367 kr/mån","2 980 kr/år"
"1693171075-799","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3466721%2C18.0342388&amp;size=640x350&amp;zoom=14&amp;signature=xlf2WXvlZCSmLlzDFaZGoHBmuKo=""/>Såld 2022-08-30<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/74/32/7432cf0d90242bcd1cf556a17b7ac4a7.jpg""/>Gävlegatan 26, vån 10LägenhetVasastan/Hagastaden, Stockholms kommun<img alt=""Unik Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/1f/dc/1fdc077a6f97e73bc7caf13f303e65aa.jpg""/>44 m²2 rum2 200 kr/månBalkongHissSlutpris 4 825 000 kr-3 %109 659 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-hagastaden-stockholms-kommun-gavlegatan-26,-van-10-4658859021596002826","Slutpris
  Gävlegatan 26, vån 10","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=35","30 augusti 2022","4 825 000 kr","4 950 000 kr","Lägenhet","Bostadsrätt","2 rum","44 m²","Ja","10 av 14, hiss finns","2017","2 200 kr/mån",""
"1693171083-800","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34725%2C18.0338326&amp;size=640x350&amp;zoom=14&amp;signature=jRTJkHI5YHPUDGGfY_8yUKtRISo=""/>Såld 2022-08-30<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/39/8b/398bc67d4ebe4673d2f93a34023f06b5.jpg""/>TinaEngströmGävlegatan 32LägenhetVasastan - Hagastaden, Stockholms kommun<img alt=""Bjurfors Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/a7/97/a797d617963cb956b85e8a6bb4fb6079.png""/>55 m²2 rum2 750 kr/månHissSlutpris 4 450 000 kr-6 %80 909 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-hagastaden-stockholms-kommun-gavlegatan-32-5652126415689072141","Slutpris
  Gävlegatan 32","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=35","30 augusti 2022","4 450 000 kr","4 750 000 kr","Lägenhet","Bostadsrätt","2 rum","55 m²","Nej","1 av 14, hiss finns","2017","2 750 kr/mån","4 920 kr/år"
"1693171091-801","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023Såld 2022-08-30VeronicaAnderssonGästrikegatan 14a, GårdshusLägenhetVasaparken, Stockholms kommun33 m²2 rum1 646 kr/månUteplatsSlutpris 4 300 000 kr+8 %130 303 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasaparken-stockholms-kommun-gastrikegatan-14a,-gardshus-5873370527943974780","Slutpris
  Gästrikegatan 14a, Gårdshus","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=34","30 augusti 2022","4 300 000 kr","3 995 000 kr","Lägenhet","Bostadsrätt","2 rum","33 m²","","0 av 4","1899","1 646 kr/mån","4 500 kr/år"
"1693171100-802","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023Såld 2022-08-30Norrtullsgatan 28LägenhetVasastan, Stockholms kommun168,5 m²5 rum7 283 kr/månBalkongHissSlutpris 16 400 000 kr+13 %97 329 kr/m²","https://www.hemnet.se/salda/lagenhet-5rum-vasastan-stockholms-kommun-norrtullsgatan-28-7800060778516846030","Slutpris
  Norrtullsgatan 28","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=34","30 augusti 2022","16 400 000 kr","14 500 000 kr","Lägenhet","Bostadsrätt","5 rum","168,5 m²","Ja","1,5 av 5, hiss finns","1906","7 283 kr/mån","15 264 kr/år"
"1693171108-803","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023Såld 2022-08-31AstridDicanderAtlasgatan 13LägenhetVasastan - Atlas, Stockholms kommun25 m²1.5 rum1 049 kr/månHissSlutpris 3 000 000 kr+7 %120 000 kr/m²","https://www.hemnet.se/salda/lagenhet-1,5rum-vasastan-atlas-stockholms-kommun-atlasgatan-13-26958530102784976","Slutpris
  Atlasgatan 13","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=34","31 augusti 2022","3 000 000 kr","2 795 000 kr","Lägenhet","Bostadsrätt","1,5 rum","25 m²","Nej","1,5 av 5, hiss finns","1928","1 049 kr/mån",""
"1693171116-804","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023Såld 2022-08-31Västmannagatan 79, 3trLägenhetVasastan, Stockholms kommun92 m²3 rum3 755 kr/månBalkongSlutpris 10 800 000 kr±0 %117 391 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-vastmannagatan-79,-3tr-2665103424869767294","Slutpris
  Västmannagatan 79, 3tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=34","31 augusti 2022","10 800 000 kr","10 750 000 kr","Lägenhet","Bostadsrätt","3 rum","92 m²","Ja","3","1903","3 755 kr/mån","5 100 kr/år"
"1693171124-805","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023Såld 2022-08-31Rörstrandsgatan 14ALägenhetVasastan, Stockholms kommun54 m²2 rum1 757 kr/månBalkongSlutpris 6 225 000 kr+4 %115 278 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-rorstrandsgatan-14a-5335704871518269562","Slutpris
  Rörstrandsgatan 14A","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=34","31 augusti 2022","6 225 000 kr","5 995 000 kr","Lägenhet","Bostadsrätt","2 rum","54 m²","Ja","2 av 5, hiss finns ej","1914","1 757 kr/mån","8 040 kr/år"
"1693171133-806","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023Såld 2022-08-31EmilHoffmanBirkagatan 32LägenhetVasastan, Stockholms kommun64 m²2 rum1 313 kr/månBalkongHissSlutpris 7 400 000 kr+6 %115 625 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-birkagatan-32-6104506281765507217","Slutpris
  Birkagatan 32","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=34","31 augusti 2022","7 400 000 kr","6 995 000 kr","Lägenhet","Bostadsrätt","2 rum","64 m²","Ja","1 av 5, hiss finns","1904","1 313 kr/mån","7 200 kr/år"
"1693171141-807","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023Såld 2022-08-31ElieOanesAtlasgatan 16, 4trLägenhetStockholms kommun27 m²1 rum1 549 kr/månHissSlutpris 3 100 000 kr+24 %114 815 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastaden-stockholms-kommun-atlasgatan-16,-4tr-7519511853581277210","Slutpris
  Atlasgatan 16, 4tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=34","31 augusti 2022","3 100 000 kr","2 495 000 kr","Lägenhet","Bostadsrätt","1 rum","27 m²","Nej","4 av 5, hiss finns","1927","1 549 kr/mån","4 200 kr/år"
